Date,Mars Ecliptic Longitude (deg),Sun Ecliptic Longitude (deg),Angular Separation (deg),Visible at Night
2011-06-19,58.317445316161994,87.23990365400502,28.922458337843025,True
2011-06-20,59.03447019786405,88.19411030868503,29.159640110820973,True
2011-06-21,59.75053887438751,89.14823735768361,29.397698483296104,True
2011-06-22,60.46564853344737,90.10230029449913,29.63665176105176,True
2011-06-23,61.17979520043037,91.05631202845883,29.876516828028464,True
2011-06-24,61.892973916179805,92.0102831631656,30.11730924698579,True
2011-06-25,62.60517885175553,92.96422219261115,30.359043340855614,True
2011-06-26,63.31640336304207,93.9181355785085,30.601732215466427,True
2011-06-27,64.02664000294119,94.87202770727137,30.84538770433018,True
2011-06-28,64.73588052020308,95.82590075537072,31.090020235167643,True
2011-06-29,65.4441158829385,96.77975452097525,31.33563863803674,True
2011-06-30,66.1513363702584,97.73358630773518,31.582249937476774,True
2011-07-01,66.85753177332973,98.68739096667406,31.829859193344333,True
2011-07-02,67.56269173236615,99.64116120149399,32.07846946912784,True
2011-07-03,68.26680620646331,100.59488820785104,32.32808200138773,True
2011-07-04,68.96986603397453,101.54856264589728,32.57869661192275,True
2011-07-05,69.67186350615854,102.50217585586071,32.83031234970217,True
2011-07-06,70.37279286243101,103.45572115414325,33.082928291712236,True
2011-07-07,71.07265062945916,104.40919502473064,33.336544395271474,True
2011-07-08,71.77143576102148,105.3625980537326,33.59116229271112,True
2011-07-09,72.4691495732681,106.31593551916751,33.84678594589941,True
2011-07-10,73.16579549570157,107.2692176083246,34.10342211262302,True
2011-07-11,73.86137866884592,108.22245927045353,34.36108060160761,True
2011-07-12,74.55590542309356,109.17567972740848,34.619774304314916,True
2011-07-13,75.24938267959692,110.12890167885567,34.87951899925875,True
2011-07-14,75.9418173264785,111.08215026761654,35.14033294113804,True
2011-07-15,76.63321563558716,112.03545191232577,35.402236276738606,True
2011-07-16,77.32358278529584,112.98883314828326,35.66525036298742,True
2011-07-17,78.01292253659882,113.94231961924936,35.92939708265054,True
2011-07-18,78.70123707682232,114.89593532426738,36.19469824744506,True
2011-07-19,79.38852701003874,115.84970215791697,36.46117514787822,True
2011-07-20,80.07479144856461,116.803639715677,36.72884826711238,True
2011-07-21,80.76002815163463,117.7577652899557,36.99773713832107,True
2011-07-22,81.44423366338589,118.7120939642657,37.26786030087982,True
2011-07-23,82.12740341643158,119.66663871783419,37.53923530140261,True
2011-07-24,82.80953178384281,120.62141047077954,37.81187868693672,True
2011-07-25,83.49061207846636,121.57641802329465,38.085805944828294,True
2011-07-26,84.17063651417365,122.5316678688461,38.36103135467245,True
2011-07-27,84.84959616006532,123.48716389377758,38.63756773371226,True
2011-07-28,85.52748093594109,124.44290701798543,38.91542608204435,True
2011-07-29,86.20427971189862,125.39889488352372,39.1946151716251,True
2011-07-30,86.87998057766653,126.35512174863769,39.475141170971156,True
2011-07-31,87.55457132540693,127.31157876614287,39.75700744073595,True
2011-08-01,88.2280401351648,128.268254780812,40.04021464564718,True
2011-08-02,88.90037637485278,129.22513765225273,40.32476127739994,True
2011-08-03,89.57157136062922,130.18221593098338,40.610644570354154,True
2011-08-04,90.24161891044554,131.13948057247268,40.89786166202714,True
2011-08-05,90.91051557928272,132.0969263518507,41.18641077256798,True
2011-08-06,91.57826056073826,133.05455275356152,41.476292192823266,True
2011-08-07,92.24485532408335,134.0123642838014,41.76750895971804,True
